review_id,employee_id,review_period,reviewer_id,overall_rating,goals_achieved_pct,communication_score,technical_score,leadership_score,collaboration_score,innovation_score,strengths,areas_for_improvement,promotion_recommended,salary_increase_recommended_pct,ai_sentiment_score,review_date
REV00622,EMP01972,Q4 2023,EMP01036,4,81,5,10,7,3,6,Reliable and consistent,Strategic thinking,Yes,3,2.27,2023-08-11
REV00623,EMP01526,Q3 2024,EMP01029,5,46,2,3,6,4,5,Team player,Stakeholder management,Yes,12,4.87,2023-08-16
REV00624,EMP01671,Q1 2024,EMP01020,3,82,7,5,5,1,4,Great communicator,Technical depth,No,5,2.65,2023-03-17
REV00625,EMP01906,Annual 2023,EMP01069,3,82,8,3,1,6,6,Reliable and consistent,Communication clarity,No,3,4.57,2024-10-26
REV00626,EMP02139,Annual 2024,EMP01071,5,85,6,1,3,7,10,Innovative thinker,Technical depth,Yes,11,9.7,2023-08-02
REV00627,EMP02063,Q4 2023,EMP01026,2,60,3,9,9,5,10,Team player,Strategic thinking,No,17,6.71,2024-07-26
REV00628,EMP02067,Annual 2023,EMP01092,3,89,9,10,9,1,2,Strong technical skills,Stakeholder management,Yes,5,5.77,2023-10-19
REV00629,EMP01454,Annual 2023,EMP01086,3,80,3,4,7,2,5,Great communicator,Stakeholder management,No,20,5.01,2024-04-16
REV00630,EMP01931,Q2 2024,EMP01100,4,73,3,1,1,6,1,Problem solver,Documentation,No,9,8.24,2023-01-05
REV00631,EMP01640,Q4 2024,EMP01060,4,69,10,8,8,9,9,Great communicator,Time management,Yes,16,4.33,2023-04-13
REV00632,EMP01505,Annual 2024,EMP01073,4,85,5,3,5,9,8,Innovative thinker,Documentation,Yes,9,1.94,2023-11-11
REV00633,EMP01720,Q1 2024,EMP01028,3,105,9,8,8,10,6,Great communicator,Technical depth,No,19,6.3,2023-06-14
REV00634,EMP01196,Q4 2024,EMP01066,2,65,8,10,1,2,7,Innovative thinker,Documentation,Yes,9,7.29,2024-02-18
REV00635,EMP02011,Q2 2024,EMP01053,3,119,10,5,8,10,2,Innovative thinker,Time management,Yes,20,9.95,2024-08-13
REV00636,EMP01272,Annual 2024,EMP01074,5,104,5,3,8,7,8,Customer focused,Technical depth,Yes,13,4.03,2024-03-31
REV00637,EMP01412,Q4 2023,EMP01069,4,96,9,6,7,4,8,Great communicator,Stakeholder management,Yes,7,4.57,2024-10-30
REV00638,EMP02030,Q1 2024,EMP01071,2,91,9,6,10,6,3,Innovative thinker,Time management,No,3,4.87,2024-05-20
REV00639,EMP01441,Q4 2023,EMP01054,4,80,7,4,5,4,3,Reliable and consistent,Time management,Yes,3,8.67,2023-01-28
REV00640,EMP01244,Annual 2023,EMP01073,5,111,9,4,2,5,10,Great communicator,Technical depth,Yes,1,1.76,2023-05-13
REV00641,EMP01072,Annual 2024,EMP01006,2,98,5,8,5,9,2,Reliable and consistent,Documentation,No,18,4.93,2024-08-25
REV00642,EMP02197,Q3 2024,EMP01020,5,64,9,1,3,2,3,Innovative thinker,Technical depth,No,4,3.36,2024-05-04
REV00643,EMP02097,Q1 2024,EMP01079,4,43,8,1,10,3,8,Reliable and consistent,Stakeholder management,Yes,6,4.69,2023-10-23
REV00644,EMP01242,Q3 2024,EMP01036,3,79,8,1,3,7,10,Great communicator,Documentation,Yes,9,4.59,2024-03-22
REV00645,EMP01883,Annual 2023,EMP01096,2,40,8,3,10,8,3,Problem solver,Communication clarity,Yes,16,6.83,2023-01-27
REV00646,EMP01736,Q4 2023,EMP01069,5,70,4,5,5,6,4,Customer focused,Technical depth,Yes,17,2.55,2024-10-31
REV00647,EMP01034,Annual 2023,EMP01085,3,105,6,7,10,9,1,Problem solver,Strategic thinking,Yes,8,1.02,2023-06-07
REV00648,EMP01650,Q4 2024,EMP01056,3,56,7,9,5,10,5,Great communicator,Documentation,Yes,14,6.4,2023-09-28
REV00649,EMP01422,Q4 2023,EMP01093,3,84,4,8,10,3,7,Strong technical skills,Stakeholder management,Yes,17,7.93,2023-05-13
REV00650,EMP01368,Annual 2023,EMP01089,4,41,1,1,3,10,8,Strong technical skills,Stakeholder management,No,17,2.25,2023-10-02
REV00651,EMP01612,Q3 2024,EMP01049,4,65,1,10,3,3,3,Problem solver,Time management,No,16,5.93,2024-02-13
REV00652,EMP01910,Q1 2024,EMP01025,3,80,9,4,3,3,4,Problem solver,Stakeholder management,No,7,3.74,2023-05-22
REV00653,EMP01398,Q1 2024,EMP01063,5,90,1,9,4,9,9,Great communicator,Technical depth,No,18,6.83,2023-10-05
REV00654,EMP01788,Annual 2023,EMP01076,3,61,4,4,3,3,9,Innovative thinker,Stakeholder management,No,3,6.42,2024-08-03
REV00655,EMP01642,Q1 2024,EMP01009,1,52,9,7,4,3,2,Team player,Documentation,No,14,9.43,2024-12-10
REV00656,EMP01464,Annual 2023,EMP01045,5,62,2,5,6,6,5,Innovative thinker,Stakeholder management,No,4,5.3,2023-02-22
REV00657,EMP01390,Q4 2024,EMP01016,5,119,8,5,5,3,3,Reliable and consistent,Strategic thinking,No,6,1.29,2024-05-18
REV00658,EMP01374,Q4 2024,EMP01033,5,86,1,9,4,8,5,Team player,Communication clarity,Yes,1,4.6,2023-01-05
REV00659,EMP01946,Annual 2024,EMP01091,4,40,8,8,4,7,7,Customer focused,Technical depth,No,11,6.23,2024-03-28
REV00660,EMP01700,Q1 2024,EMP01094,4,80,8,4,4,4,6,Team player,Strategic thinking,No,15,7.89,2024-08-26
REV00661,EMP01061,Q2 2024,EMP01032,4,115,5,1,6,7,10,Innovative thinker,Documentation,No,12,7.86,2024-09-18
REV00662,EMP01250,Q4 2023,EMP01095,5,55,3,1,8,10,7,Problem solver,Technical depth,No,1,8.91,2024-09-20
REV00663,EMP01512,Q2 2024,EMP01002,3,57,8,6,7,2,8,Team player,Stakeholder management,No,1,1.71,2024-12-10
REV00664,EMP01038,Q1 2024,EMP01007,2,81,6,6,7,8,8,Innovative thinker,Stakeholder management,No,11,2.01,2024-03-04
REV00665,EMP01654,Annual 2023,EMP01039,5,73,10,10,9,10,1,Customer focused,Time management,No,15,6.65,2024-06-15
REV00666,EMP02078,Annual 2023,EMP01030,4,70,1,3,5,10,3,Team player,Documentation,Yes,0,6.04,2023-08-18
REV00667,EMP01442,Q1 2024,EMP01008,5,101,2,6,6,1,4,Team player,Time management,No,16,9.49,2023-01-11
REV00668,EMP01279,Annual 2024,EMP01039,3,66,2,4,8,4,2,Problem solver,Documentation,No,11,8.16,2023-01-30
REV00669,EMP02167,Annual 2024,EMP01005,3,105,9,2,10,9,8,Reliable and consistent,Strategic thinking,No,14,3.05,2024-12-11
REV00670,EMP01259,Annual 2023,EMP01064,4,101,9,1,10,10,3,Team player,Documentation,No,17,4.56,2024-08-14
REV00671,EMP01138,Annual 2023,EMP01005,3,43,5,7,8,9,7,Team player,Time management,No,17,1.57,2024-02-01
REV00672,EMP01841,Q1 2024,EMP01047,5,72,9,7,8,1,8,Leadership potential,Documentation,No,17,7.75,2023-09-20
REV00673,EMP01404,Annual 2024,EMP01086,3,48,2,9,6,2,1,Great communicator,Technical depth,Yes,5,4.96,2023-06-29
REV00674,EMP01472,Q3 2024,EMP01006,5,69,1,2,9,1,9,Customer focused,Communication clarity,Yes,16,3.71,2023-08-18
REV00675,EMP01028,Q2 2024,EMP01055,3,100,3,8,6,3,2,Reliable and consistent,Communication clarity,No,4,3.17,2023-05-04
REV00676,EMP02023,Q3 2024,EMP01012,3,48,7,7,4,9,3,Leadership potential,Stakeholder management,No,11,8.15,2024-03-25
REV00677,EMP01194,Q4 2023,EMP01054,3,54,10,9,5,7,1,Reliable and consistent,Communication clarity,Yes,12,9.27,2023-12-06
REV00678,EMP01931,Q4 2023,EMP01100,3,47,10,7,9,4,5,Leadership potential,Documentation,No,16,5.41,2024-03-13
REV00679,EMP02016,Q3 2024,EMP01053,4,91,3,10,3,10,2,Customer focused,Stakeholder management,No,12,7.92,2023-11-30
REV00680,EMP01357,Annual 2024,EMP01049,5,40,9,2,2,1,1,Strong technical skills,Stakeholder management,No,17,3.13,2023-04-30
REV00681,EMP01754,Annual 2024,EMP01021,4,66,8,5,2,10,9,Customer focused,Documentation,Yes,6,9.2,2023-07-10
REV00682,EMP01464,Q1 2024,EMP01045,4,51,10,4,4,10,3,Problem solver,Stakeholder management,Yes,20,3.62,2024-01-14
REV00683,EMP01392,Annual 2023,EMP01081,4,76,5,8,3,8,9,Customer focused,Documentation,No,5,3.61,2024-03-24
REV00684,EMP01992,Annual 2023,EMP01057,4,49,8,5,1,7,7,Leadership potential,Stakeholder management,No,18,7.71,2023-05-09
REV00685,EMP01009,Annual 2023,EMP01053,4,55,4,8,7,10,9,Problem solver,Communication clarity,No,12,1.77,2024-07-28
REV00686,EMP01193,Q3 2024,EMP01067,5,117,4,1,9,8,9,Customer focused,Strategic thinking,Yes,19,1.63,2024-05-27
REV00687,EMP01114,Q2 2024,EMP01011,5,91,4,6,9,2,6,Leadership potential,Stakeholder management,Yes,1,2.56,2024-02-03
REV00688,EMP01253,Q2 2024,EMP01006,4,53,10,4,4,6,7,Problem solver,Strategic thinking,Yes,9,3.07,2024-11-19
REV00689,EMP01268,Annual 2024,EMP01069,4,104,5,1,2,3,6,Problem solver,Time management,Yes,8,3.21,2023-02-17
REV00690,EMP01818,Q1 2024,EMP01080,4,104,2,3,5,8,10,Leadership potential,Documentation,No,13,9.21,2024-11-07
REV00691,EMP01672,Q4 2024,EMP01086,3,64,2,8,3,10,5,Strong technical skills,Strategic thinking,No,6,8.88,2024-05-01
REV00692,EMP01509,Q1 2024,EMP01092,3,93,9,5,9,2,5,Great communicator,Documentation,No,12,5.45,2024-09-21
REV00693,EMP01147,Q4 2024,EMP01021,3,81,2,10,3,1,9,Innovative thinker,Strategic thinking,No,11,3.25,2024-06-09
REV00694,EMP01489,Q1 2024,EMP01085,5,73,1,6,7,9,5,Reliable and consistent,Documentation,No,6,7.25,2023-02-25
REV00695,EMP01146,Q1 2024,EMP01034,5,86,3,9,8,10,10,Customer focused,Communication clarity,No,10,5.25,2024-11-05
REV00696,EMP02032,Q3 2024,EMP01092,1,62,6,10,4,2,3,Problem solver,Stakeholder management,No,11,3.42,2023-10-20
REV00697,EMP01992,Annual 2024,EMP01057,4,86,6,1,4,1,8,Reliable and consistent,Strategic thinking,No,10,3.26,2024-03-14
REV00698,EMP01675,Q4 2023,EMP01020,3,88,8,8,9,4,10,Strong technical skills,Stakeholder management,Yes,2,4.66,2024-07-10
REV00699,EMP01008,Q4 2023,EMP01055,3,101,10,5,1,10,10,Strong technical skills,Stakeholder management,No,14,7.48,2023-06-23
REV00700,EMP01902,Annual 2023,EMP01010,2,89,5,9,1,4,7,Great communicator,Technical depth,Yes,9,3.26,2024-11-26
REV00701,EMP02051,Q2 2024,EMP01077,2,118,6,7,6,1,6,Innovative thinker,Strategic thinking,Yes,2,9.83,2023-10-05
REV00702,EMP01828,Q2 2024,EMP01059,5,108,4,6,7,1,3,Problem solver,Strategic thinking,No,11,9.12,2023-03-25
REV00703,EMP01972,Q4 2023,EMP01036,4,105,7,4,7,10,4,Strong technical skills,Technical depth,No,8,4.52,2023-02-04
REV00704,EMP01681,Q1 2024,EMP01032,4,73,4,6,2,8,6,Team player,Time management,No,5,4.8,2023-03-09
REV00705,EMP01055,Q4 2024,EMP01098,4,73,6,7,4,2,5,Customer focused,Documentation,No,12,1.94,2023-07-03
REV00706,EMP01611,Q3 2024,EMP01004,2,108,10,10,8,6,6,Reliable and consistent,Communication clarity,No,18,6.41,2024-05-03
REV00707,EMP01784,Q4 2024,EMP01070,5,94,7,9,1,10,7,Reliable and consistent,Time management,Yes,18,5.94,2024-06-03
REV00708,EMP01806,Q4 2023,EMP01018,3,78,8,4,3,2,8,Customer focused,Strategic thinking,Yes,9,3.86,2023-10-20
REV00709,EMP01684,Annual 2023,EMP01036,4,90,1,9,6,6,9,Team player,Technical depth,No,11,8.76,2023-10-18
REV00710,EMP02101,Annual 2023,EMP01030,5,99,6,5,2,2,6,Leadership potential,Technical depth,No,15,5.09,2023-03-28
REV00711,EMP01937,Q3 2024,EMP01044,5,89,3,7,7,10,10,Great communicator,Strategic thinking,Yes,11,2.13,2024-08-24
REV00712,EMP01221,Q1 2024,EMP01069,1,81,5,7,4,2,7,Innovative thinker,Documentation,No,1,4.6,2024-12-03
REV00713,EMP01577,Annual 2023,EMP01084,3,65,3,4,8,6,6,Team player,Strategic thinking,No,6,7.53,2023-08-19
REV00714,EMP01336,Annual 2023,EMP01031,2,114,4,3,6,5,9,Reliable and consistent,Strategic thinking,No,16,8.21,2024-10-07
REV00715,EMP01256,Annual 2023,EMP01099,1,90,7,7,6,4,5,Customer focused,Strategic thinking,No,2,1.31,2023-01-22
REV00716,EMP01036,Q2 2024,EMP01004,5,50,1,1,1,4,3,Leadership potential,Stakeholder management,No,2,5.2,2023-01-14
REV00717,EMP01736,Annual 2023,EMP01069,4,91,5,5,10,10,2,Leadership potential,Communication clarity,No,15,8.0,2023-12-20
REV00718,EMP01005,Q2 2024,EMP01021,5,117,5,3,6,1,2,Problem solver,Communication clarity,No,3,4.25,2023-07-26
REV00719,EMP01533,Q2 2024,EMP01007,4,114,3,8,2,10,8,Leadership potential,Documentation,No,3,4.38,2023-10-23
REV00720,EMP01200,Q4 2024,EMP01097,4,67,9,1,2,1,8,Strong technical skills,Time management,No,14,7.79,2023-10-28
REV00721,EMP01449,Q4 2023,EMP01010,1,68,5,9,7,5,10,Great communicator,Stakeholder management,Yes,0,5.1,2023-07-27
REV00722,EMP01139,Q2 2024,EMP01027,3,80,4,5,10,8,7,Problem solver,Time management,No,9,1.64,2023-01-31
REV00723,EMP02102,Annual 2023,EMP01040,3,84,2,5,2,7,5,Leadership potential,Documentation,No,16,7.17,2024-07-27
REV00724,EMP01274,Q2 2024,EMP01050,4,98,4,3,8,9,7,Strong technical skills,Communication clarity,No,9,7.26,2024-02-28
REV00725,EMP01315,Q3 2024,EMP01047,5,42,2,3,2,10,10,Great communicator,Technical depth,No,18,4.13,2023-11-26
REV00726,EMP01280,Q3 2024,EMP01083,4,70,1,2,10,7,6,Innovative thinker,Strategic thinking,No,1,4.03,2024-09-30
REV00727,EMP01428,Q3 2024,EMP01043,3,115,10,2,5,6,3,Great communicator,Time management,No,1,6.76,2023-07-29
REV00728,EMP01730,Q4 2024,EMP01068,4,40,8,2,4,7,1,Innovative thinker,Communication clarity,Yes,4,9.61,2023-04-12
REV00729,EMP02186,Q1 2024,EMP01005,3,109,8,10,8,6,3,Great communicator,Time management,Yes,16,3.56,2024-03-17
REV00730,EMP01457,Q3 2024,EMP01015,3,82,7,9,7,3,3,Problem solver,Strategic thinking,Yes,20,3.9,2023-09-30
REV00731,EMP01416,Annual 2024,EMP01043,2,51,1,6,7,8,4,Problem solver,Strategic thinking,No,20,4.7,2024-08-10
REV00732,EMP01054,Q4 2023,EMP01011,5,88,5,9,8,3,4,Reliable and consistent,Strategic thinking,No,17,6.69,2024-08-12
REV00733,EMP01976,Annual 2023,EMP01076,5,50,8,6,3,1,5,Customer focused,Stakeholder management,Yes,1,3.76,2023-07-20
REV00734,EMP02019,Q1 2024,EMP01071,4,97,7,3,8,4,3,Reliable and consistent,Technical depth,No,17,2.42,2023-11-11
REV00735,EMP01316,Q4 2024,EMP01026,3,90,3,3,6,1,7,Team player,Technical depth,No,6,5.1,2024-11-27
REV00736,EMP02080,Q2 2024,EMP01030,5,49,5,7,5,7,8,Reliable and consistent,Time management,No,16,1.51,2024-09-08
REV00737,EMP01476,Annual 2023,EMP01048,3,50,9,6,3,1,4,Customer focused,Time management,Yes,3,7.23,2023-01-21
REV00738,EMP01408,Annual 2024,EMP01051,3,67,1,6,1,10,9,Strong technical skills,Strategic thinking,No,7,8.38,2023-02-12
REV00739,EMP01972,Q4 2024,EMP01036,5,42,1,9,8,7,9,Innovative thinker,Documentation,No,12,4.36,2024-06-17
REV00740,EMP01981,Q3 2024,EMP01036,3,84,3,8,8,7,9,Reliable and consistent,Stakeholder management,Yes,11,7.24,2023-10-28
REV00741,EMP01454,Q2 2024,EMP01086,4,103,8,6,1,2,10,Team player,Communication clarity,Yes,4,7.37,2024-03-27
REV00742,EMP01454,Q4 2024,EMP01086,3,63,3,2,7,7,1,Reliable and consistent,Communication clarity,No,16,8.13,2023-10-09
REV00743,EMP01886,Q4 2024,EMP01019,4,76,3,1,4,6,8,Customer focused,Stakeholder management,No,7,2.08,2023-09-17
REV00744,EMP01077,Q3 2024,EMP01076,3,89,4,7,3,4,2,Customer focused,Technical depth,Yes,6,2.96,2024-04-23
REV00745,EMP01290,Annual 2023,EMP01090,3,101,8,7,4,1,7,Reliable and consistent,Strategic thinking,Yes,16,2.29,2024-03-17
REV00746,EMP01516,Q3 2024,EMP01006,5,120,7,10,10,2,6,Customer focused,Communication clarity,Yes,20,3.2,2024-05-18
REV00747,EMP02102,Q4 2024,EMP01040,5,107,2,5,5,3,10,Team player,Stakeholder management,No,14,4.69,2024-10-01
REV00748,EMP01036,Q4 2023,EMP01004,3,80,7,2,2,6,6,Reliable and consistent,Time management,Yes,15,9.38,2024-09-01
REV00749,EMP01914,Q4 2024,EMP01053,2,106,7,10,7,2,2,Reliable and consistent,Strategic thinking,No,19,1.25,2024-05-14
REV00750,EMP01107,Annual 2023,EMP01003,4,56,10,8,1,2,3,Leadership potential,Strategic thinking,No,20,2.05,2024-02-20
REV00751,EMP01250,Annual 2023,EMP01034,3,89,1,6,2,2,7,Customer focused,Stakeholder management,No,0,4.09,2023-09-10
REV00752,EMP01486,Annual 2024,EMP01073,3,91,9,3,2,10,5,Customer focused,Time management,No,0,7.23,2024-11-13
REV00753,EMP01366,Q2 2024,EMP01025,4,53,1,8,4,3,6,Customer focused,Technical depth,No,4,2.08,2023-07-05
REV00754,EMP01353,Annual 2024,EMP01036,1,65,5,9,10,10,1,Reliable and consistent,Stakeholder management,Yes,6,9.95,2023-03-25
REV00755,EMP01640,Q2 2024,EMP01060,4,50,1,5,7,4,2,Great communicator,Strategic thinking,No,14,8.84,2024-10-29
REV00756,EMP01101,Q4 2024,EMP01039,4,108,4,6,1,6,5,Innovative thinker,Technical depth,No,6,1.98,2023-04-20
REV00757,EMP01328,Q1 2024,EMP01006,2,77,8,1,10,10,8,Team player,Technical depth,Yes,7,4.22,2023-01-22
REV00758,EMP01498,Q3 2024,EMP01004,4,97,7,5,8,2,9,Leadership potential,Documentation,No,20,6.29,2023-07-16
REV00759,EMP01588,Q4 2024,EMP01066,4,64,2,5,6,4,10,Innovative thinker,Strategic thinking,Yes,14,8.48,2023-01-24
REV00760,EMP01638,Annual 2024,EMP01069,5,84,9,5,6,9,5,Strong technical skills,Communication clarity,No,5,4.99,2024-05-10
REV00761,EMP01548,Annual 2023,EMP01088,1,52,9,1,7,7,8,Problem solver,Technical depth,No,14,6.32,2023-10-18
REV00762,EMP01375,Q3 2024,EMP01046,3,55,10,1,7,8,8,Innovative thinker,Documentation,No,2,7.59,2023-01-08
REV00763,EMP02107,Q4 2024,EMP01094,3,93,4,5,5,4,8,Great communicator,Time management,No,8,2.5,2024-03-31
REV00764,EMP02063,Q3 2024,EMP01026,5,63,4,8,4,6,4,Innovative thinker,Strategic thinking,No,4,9.8,2024-06-18
REV00765,EMP01609,Q4 2024,EMP01006,4,105,4,3,3,6,4,Reliable and consistent,Time management,No,5,5.03,2024-04-01
REV00766,EMP01387,Annual 2023,EMP01013,3,114,1,4,4,9,5,Customer focused,Time management,No,15,8.98,2023-12-14
REV00767,EMP01765,Q4 2023,EMP01005,5,102,6,3,3,3,2,Problem solver,Documentation,Yes,1,7.61,2023-01-13
REV00768,EMP01927,Q2 2024,EMP01009,3,75,3,1,4,4,9,Customer focused,Documentation,No,17,3.72,2023-08-04
REV00769,EMP01520,Annual 2024,EMP01042,1,46,3,2,6,7,4,Team player,Stakeholder management,No,13,6.09,2024-10-17
REV00770,EMP02104,Q2 2024,EMP01053,5,104,7,10,5,10,2,Customer focused,Strategic thinking,Yes,3,8.56,2024-12-27
REV00771,EMP01938,Q3 2024,EMP01056,3,80,6,4,3,10,7,Customer focused,Stakeholder management,No,15,8.68,2024-08-18
REV00772,EMP01454,Annual 2024,EMP01086,5,109,4,2,9,9,9,Leadership potential,Time management,No,13,4.6,2023-09-07
REV00773,EMP02200,Q3 2024,EMP01010,3,105,1,10,2,2,6,Innovative thinker,Documentation,Yes,12,5.6,2023-10-30
REV00774,EMP01882,Annual 2024,EMP01068,4,40,6,5,10,2,2,Innovative thinker,Time management,No,11,6.79,2024-05-20
REV00775,EMP01572,Q3 2024,EMP01099,2,63,7,8,5,10,1,Customer focused,Technical depth,No,11,1.91,2024-06-09
REV00776,EMP01367,Q3 2024,EMP01019,5,92,3,10,4,4,5,Reliable and consistent,Stakeholder management,Yes,3,4.01,2024-06-28
REV00777,EMP01226,Q2 2024,EMP01090,4,67,1,10,5,8,7,Strong technical skills,Technical depth,No,13,5.03,2024-01-08
REV00778,EMP01981,Annual 2024,EMP01036,3,61,5,10,9,4,4,Innovative thinker,Technical depth,Yes,9,4.44,2024-08-16
REV00779,EMP01556,Q4 2024,EMP01046,4,66,9,10,3,6,3,Great communicator,Technical depth,No,7,9.33,2023-08-07
REV00780,EMP02102,Q3 2024,EMP01040,4,60,10,1,9,4,2,Great communicator,Documentation,No,16,4.8,2024-12-07
REV00781,EMP01390,Annual 2024,EMP01016,3,97,9,7,9,8,4,Problem solver,Time management,No,2,5.79,2023-04-10
REV00782,EMP01580,Q4 2024,EMP01095,3,54,9,3,7,10,8,Great communicator,Strategic thinking,No,1,7.42,2023-12-18
REV00783,EMP01337,Annual 2023,EMP01007,4,99,5,1,6,5,2,Great communicator,Strategic thinking,No,18,3.69,2024-12-16
REV00784,EMP01877,Q4 2024,EMP01060,4,55,2,8,5,3,7,Great communicator,Technical depth,No,4,9.05,2023-11-14
REV00785,EMP01046,Q3 2024,EMP01070,3,61,3,9,6,9,10,Team player,Documentation,No,0,6.04,2023-02-20
REV00786,EMP02085,Q2 2024,EMP01086,3,75,4,2,9,10,2,Strong technical skills,Time management,Yes,20,8.81,2023-07-03
REV00787,EMP01376,Q4 2023,EMP01025,1,55,3,9,6,5,10,Customer focused,Communication clarity,No,7,1.9,2023-12-09
REV00788,EMP01079,Q4 2024,EMP01022,2,110,7,7,8,1,5,Problem solver,Documentation,No,11,8.43,2024-04-04
REV00789,EMP01873,Q1 2024,EMP01050,5,81,5,1,7,5,3,Problem solver,Communication clarity,Yes,18,8.64,2023-10-14
REV00790,EMP02192,Q4 2024,EMP01002,4,102,7,10,2,9,7,Innovative thinker,Strategic thinking,Yes,2,9.92,2023-03-24
REV00791,EMP01218,Q2 2024,EMP01011,3,88,1,6,10,4,8,Strong technical skills,Documentation,No,4,5.17,2023-08-20
REV00792,EMP01487,Q2 2024,EMP01007,3,66,7,2,2,4,9,Customer focused,Time management,Yes,15,1.92,2024-03-18
REV00793,EMP01238,Annual 2024,EMP01019,4,75,8,6,5,9,8,Strong technical skills,Documentation,Yes,18,4.88,2024-02-26
REV00794,EMP01173,Q3 2024,EMP01078,3,118,5,9,4,9,6,Leadership potential,Documentation,Yes,3,4.91,2024-03-08
REV00795,EMP01729,Q3 2024,EMP01038,4,92,8,8,9,10,6,Team player,Documentation,No,9,6.56,2023-12-11
REV00796,EMP02177,Q2 2024,EMP01090,4,45,4,7,2,10,10,Team player,Communication clarity,No,0,3.23,2024-07-08
REV00797,EMP02006,Annual 2023,EMP01014,3,54,6,8,5,3,4,Leadership potential,Strategic thinking,No,14,7.63,2023-01-09
REV00798,EMP01987,Q2 2024,EMP01004,4,99,2,9,7,6,9,Strong technical skills,Stakeholder management,Yes,12,8.05,2024-12-07
REV00799,EMP01215,Q1 2024,EMP01033,5,83,5,6,7,6,7,Leadership potential,Communication clarity,No,6,4.52,2024-12-23
REV00800,EMP01805,Annual 2023,EMP01081,4,66,10,3,3,3,4,Strong technical skills,Technical depth,No,3,1.51,2024-05-18
REV00801,EMP01866,Annual 2023,EMP01074,4,63,1,5,9,8,10,Team player,Stakeholder management,Yes,2,2.57,2023-07-25
REV00802,EMP01488,Annual 2024,EMP01014,3,112,4,8,8,6,10,Strong technical skills,Time management,No,19,2.17,2024-11-27
REV00803,EMP01907,Q2 2024,EMP01026,4,43,2,4,4,8,1,Innovative thinker,Technical depth,No,8,7.42,2024-11-08
REV00804,EMP01805,Q3 2024,EMP01081,1,100,5,10,2,2,4,Problem solver,Strategic thinking,No,6,8.86,2024-02-26
REV00805,EMP01842,Q4 2023,EMP01090,4,119,4,9,3,7,9,Team player,Time management,No,17,1.12,2023-01-20
REV00806,EMP02044,Annual 2023,EMP01078,3,71,9,4,4,7,8,Team player,Documentation,No,2,3.69,2023-03-05
REV00807,EMP01416,Q4 2023,EMP01043,4,49,10,5,6,7,2,Reliable and consistent,Strategic thinking,Yes,16,2.0,2023-03-18
REV00808,EMP01023,Q4 2023,EMP01031,4,118,10,5,3,10,3,Problem solver,Communication clarity,Yes,19,5.41,2024-05-31
REV00809,EMP01842,Annual 2023,EMP01090,5,83,9,10,4,3,1,Great communicator,Time management,No,19,8.14,2024-12-05
REV00810,EMP01112,Q1 2024,EMP01074,4,69,3,3,8,5,8,Team player,Time management,Yes,19,9.01,2023-11-13
REV00811,EMP01397,Q1 2024,EMP01033,1,108,4,5,5,5,3,Reliable and consistent,Communication clarity,No,9,2.25,2024-09-04
REV00812,EMP02107,Q3 2024,EMP01094,2,103,9,6,9,5,8,Customer focused,Time management,No,6,6.25,2024-06-03
REV00813,EMP01981,Annual 2023,EMP01036,3,47,10,2,6,8,2,Great communicator,Time management,Yes,20,3.16,2024-08-29
REV00814,EMP01642,Annual 2024,EMP01009,4,62,4,5,2,1,3,Innovative thinker,Communication clarity,Yes,1,3.9,2024-12-04
REV00815,EMP01564,Q2 2024,EMP01002,2,88,3,7,9,5,5,Great communicator,Strategic thinking,No,14,8.09,2024-11-20
REV00816,EMP01785,Q4 2024,EMP01077,3,100,7,9,8,3,10,Leadership potential,Communication clarity,Yes,9,2.53,2024-08-23
REV00817,EMP01707,Q3 2024,EMP01038,4,109,2,1,2,5,2,Strong technical skills,Documentation,Yes,16,7.55,2023-06-03
REV00818,EMP01501,Q4 2024,EMP01007,4,67,1,7,6,2,2,Customer focused,Stakeholder management,No,5,8.6,2023-11-29
REV00819,EMP01174,Q3 2024,EMP01038,5,104,9,1,1,5,10,Leadership potential,Time management,Yes,8,4.77,2023-01-25
REV00820,EMP01539,Annual 2024,EMP01015,1,78,10,6,2,8,1,Innovative thinker,Communication clarity,Yes,9,5.31,2023-01-23
REV00821,EMP01761,Annual 2024,EMP01088,3,109,8,6,3,7,4,Problem solver,Communication clarity,No,8,3.66,2023-08-27
REV00822,EMP01341,Annual 2023,EMP01035,3,110,1,3,2,1,4,Customer focused,Documentation,No,0,1.25,2023-09-02
REV00823,EMP01314,Q3 2024,EMP01028,4,65,6,1,7,3,8,Innovative thinker,Documentation,Yes,11,5.26,2023-02-24
REV00824,EMP01736,Annual 2024,EMP01069,5,107,4,3,9,7,1,Innovative thinker,Time management,No,3,3.8,2023-12-16
REV00825,EMP01412,Q2 2024,EMP01069,5,78,10,2,9,10,3,Innovative thinker,Technical depth,Yes,14,7.56,2024-10-28
REV00826,EMP01610,Annual 2023,EMP01038,4,65,4,1,5,1,4,Strong technical skills,Documentation,Yes,17,8.0,2024-05-27
REV00827,EMP01174,Q3 2024,EMP01038,4,84,4,6,1,7,3,Problem solver,Technical depth,No,1,7.6,2024-09-02
REV00828,EMP02186,Q4 2024,EMP01036,4,112,5,4,8,4,4,Team player,Time management,No,19,8.85,2024-12-14
REV00829,EMP01771,Q4 2023,EMP01069,4,85,6,7,9,6,1,Problem solver,Communication clarity,Yes,20,5.78,2024-01-19
